example_id                                                   | status | run_time        |
./spec/services/result_parsers/nuclei_parser_spec.rb[1:1:5]  | passed | 0.00011 seconds |
./spec/services/result_parsers/nuclei_parser_spec.rb[1:1:6]  | passed | 0.00011 seconds |
./spec/services/result_parsers/nuclei_parser_spec.rb[1:1:7]  | passed | 0.00078 seconds |
./spec/services/result_parsers/nuclei_parser_spec.rb[1:1:8]  | passed | 0.00023 seconds |
./spec/services/result_parsers/nuclei_parser_spec.rb[1:1:9]  | passed | 0.00012 seconds |
./spec/services/result_parsers/nuclei_parser_spec.rb[1:1:10] | passed | 0.00006 seconds |
./spec/services/result_parsers/nuclei_parser_spec.rb[1:1:11] | passed | 0.00036 seconds |
./spec/services/result_parsers/nuclei_parser_spec.rb[1:1:12] | passed | 0.00026 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:1]  | passed | 0.0005 seconds  |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:2]  | passed | 0.00052 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:3]  | passed | 0.00072 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:4]  | passed | 0.00054 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:5]  | passed | 0.0008 seconds  |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:6]  | passed | 0.00092 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:7]  | passed | 0.00063 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:8]  | passed | 0.00056 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:9]  | passed | 0.00051 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:10] | passed | 0.00041 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:11] | passed | 0.00058 seconds |
./spec/services/result_parsers/sqlmap_parser_spec.rb[1:1:12] | passed | 0.00061 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:1]     | passed | 0.00012 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:2]     | passed | 0.00011 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:3]     | passed | 0.0001 seconds  |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:4]     | passed | 0.0001 seconds  |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:5]     | passed | 0.00011 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:6]     | passed | 0.00049 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:7]     | passed | 0.00034 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:8]     | passed | 0.00018 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:9]     | passed | 0.00008 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:10]    | passed | 0.00058 seconds |
./spec/services/result_parsers/zap_parser_spec.rb[1:1:11]    | passed | 0.00035 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:1]         | passed | 0.00783 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:2]         | passed | 0.00841 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:3]         | passed | 0.00891 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:4]         | passed | 0.00726 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:5]         | passed | 0.00847 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:6]         | passed | 0.00872 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:7]         | passed | 0.00956 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:8]         | passed | 0.00931 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:9]         | passed | 0.00116 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:10]        | passed | 0.00778 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:11]        | passed | 0.00892 seconds |
./spec/services/scan_callback_service_spec.rb[1:1:12]        | passed | 0.01021 seconds |
./spec/services/scan_callback_service_spec.rb[1:2:1]         | passed | 0.00016 seconds |
./spec/services/scan_callback_service_spec.rb[1:2:2]         | passed | 0.00011 seconds |
./spec/services/scan_cost_logger_spec.rb[1:1:1]              | passed | 0.00101 seconds |
./spec/services/scan_cost_logger_spec.rb[1:2:1]              | passed | 0.00099 seconds |
./spec/services/scan_cost_logger_spec.rb[1:3:1]              | passed | 0.00103 seconds |
./spec/services/scan_cost_logger_spec.rb[1:4:1]              | passed | 0.00092 seconds |
